study_id,outcome_id,title,year,authors,outcome_name,outcome_dimension,blooms_level,n_treatment,n_control,m_treatment,sd_treatment,m_control,sd_control,hedges_g,se_g,ci_lower,ci_upper,cohens_d,t_value,f_value,p_value,eta_squared,effect_source,extraction_method,effect_direction,flag,study_design,genai_tool,measure_type,measure_instrument,source,reliability,review_needed,extraction_status,age_mean,age_sd,age_min,age_max,age_text,gpa_mean,gpa_sd,gpa_text,gender_female_n,gender_male_n,gender_female_pct,gender_male_pct,gender_other_pct,gender_text,screening_source,effect_type,effect_value,outcome_type,doi,note,confidence,meta_pdf_path,age_mean_control,age_mean_treatment,age_sd_control,age_sd_treatment,baseline_age_p,baseline_age_t,baseline_gender_chi2,baseline_gender_p,baseline_gpa_p,baseline_gpa_t,extraction_confidence,gender_female_n_control,gender_female_n_treatment,gender_male_n_control,gender_male_n_treatment,gpa_mean_control,gpa_mean_treatment,gpa_sd_control,gpa_sd_treatment,grade_level_control,grade_level_treatment,group_label_control,group_label_treatment,notes,program_type_control,program_type_treatment
14,014_09,Enhancing self‐regulated learning and learning experience in generative AI environments: The critical role of metacognitive support,2025.0,Xiaoqing Xu; Lifang Qiao; Nuo Cheng; Hongxia Liu; Wei Zhao,technology acceptance - perceived usefulness,affective,not_reported,35.0,33.0,35.0,5.85,0.91,1.695,7.7269,0.7056,6.3439,9.1099,7.8161,1.695,,0.095,,insufficient_data,local_ocr,positive,not_reported,quasi-experimental,ChatGPT,post-test,technology acceptance model scale,Semantic Scholar,not_reported,not_reported,partial,19.44,0.57,,,"rch. The age range of the students was between 19 and 21 years old, with an average age of 19.44 (SD = 0.57). They were all from the same class, majoring in Educational Technology, and ha",,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1111/bjet.13599,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/014_Xiaoqing_2025_Enhancing_selfregulated_learning_and_lea.pdf,19.44,19.44,0.57,0.57,,,,,,,high,19.0,20.0,14.0,15.0,,,,,sophomores,sophomores,CG,EG,"Overall demographics reported: 71 sophomores (32 males, 39 females), age 19-21 years, mean 19.44 (SD=0.57), Educational Technology majors. Final analysis: EG n=35 (20F, 15M), CG n=33 (19F, 14M)",undergraduate,undergraduate
14,014_10,Enhancing self‐regulated learning and learning experience in generative AI environments: The critical role of metacognitive support,2025.0,Xiaoqing Xu; Lifang Qiao; Nuo Cheng; Hongxia Liu; Wei Zhao,technology acceptance - perceived ease of use,affective,not_reported,35.0,33.0,35.0,5.67,0.78,1.714,7.9768,0.7258,6.5543,9.3994,8.0689,-1.714,,0.091,,insufficient_data,local_ocr,negative,not_reported,quasi-experimental,ChatGPT,post-test,technology acceptance model scale,Semantic Scholar,not_reported,not_reported,partial,19.44,0.57,,,"rch. The age range of the students was between 19 and 21 years old, with an average age of 19.44 (SD = 0.57). They were all from the same class, majoring in Educational Technology, and ha",,,not_reported,,,,,,not_reported,supplementary_search,,,,10.1111/bjet.13599,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/014_Xiaoqing_2025_Enhancing_selfregulated_learning_and_lea.pdf,19.44,19.44,0.57,0.57,,,,,,,high,19.0,20.0,14.0,15.0,,,,,sophomores,sophomores,CG,EG,"Overall demographics reported: 71 sophomores (32 males, 39 females), age 19-21 years, mean 19.44 (SD=0.57), Educational Technology majors. Final analysis: EG n=35 (20F, 15M), CG n=33 (19F, 14M)",undergraduate,undergraduate
15,015_01,Examining the Usage of Generative AI Models in Student Learning Activities for Software Programming,2025.0,Rufeng Chen; Shuaishuai Jiang; Jiyun Shen; AJung Moon; Lili Wei,Task Performance - Passed Tests,cognitive,apply,6.0,6.0,410.7,,80.7,,,,,,,,,0.015,,insufficient_data,table_ocr,not_reported,not_reported,RCT,ChatGPT,post-test,Randoop generated test cases,arXiv,not_reported,Yes,not_found,,,18.0,23.0,"ge gains into three lev- involved 24 students, the majority of which are aged 18–23 els: Strong Understanding, Partial Understanding, and Weak (23/24, 95.8",,,not_reported,,,,,,not_reported,manual_screening,,,,,Partial,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/015_Rufeng_2025_Examining_the_Usage_of_Generative_AI_Mod.pdf,,,,,,,,,,,medium,,,,,,,,,,,without ChatGPT,with ChatGPT,"Overall demographics in Figure 1 show 24 students, majority aged 18-23, but no baseline table with group-specific characteristics provided",undergraduate,undergraduate
15,015_02,Examining the Usage of Generative AI Models in Student Learning Activities for Software Programming,2025.0,Rufeng Chen; Shuaishuai Jiang; Jiyun Shen; AJung Moon; Lili Wei,Task Performance - Passed Tests,cognitive,apply,6.0,6.0,291.0,,290.8,,,,,,,,,0.015,,insufficient_data,table_ocr,not_reported,not_reported,RCT,ChatGPT,post-test,Randoop generated test cases,arXiv,not_reported,Yes,partial,,,18.0,23.0,"ge gains into three lev- involved 24 students, the majority of which are aged 18–23 els: Strong Understanding, Partial Understanding, and Weak (23/24, 95.8",,,not_reported,,,,,,not_reported,manual_screening,,,,,Partial,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/015_Rufeng_2025_Examining_the_Usage_of_Generative_AI_Mod.pdf,,,,,,,,,,,medium,,,,,,,,,,,without ChatGPT,with ChatGPT,"Overall demographics in Figure 1 show 24 students, majority aged 18-23, but no baseline table with group-specific characteristics provided",undergraduate,undergraduate
16,016_01,Exploring Implementations of GenAI in Teaching IS Subjects and Student Perceptions,2025.0,Yabing Jiang; Kazuo Nakatani,Database Report,cognitive,apply,30.0,38.0,7.33,1.25,7.3,0.77,0.0297,,,,0.03,45.76,,0.922,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Course Report Assignment,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.62273/WFHO1011,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/016_Yabing_2025_Exploring_Implementations_of_GenAI_in_Te.pdf,,,,,,,,,,,high,,,,,,,,,,,,,No baseline demographic table found in provided pages. Tables show course assessments and survey data but no participant characteristics by group.,,
16,016_02,Exploring Implementations of GenAI in Teaching IS Subjects and Student Perceptions,2025.0,Yabing Jiang; Kazuo Nakatani,Database Exam,cognitive,understand,30.0,37.0,8.43,2.76,7.78,2.92,0.2273,,,,0.23,65.0,,0.178,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Course Exam,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.62273/WFHO1011,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/016_Yabing_2025_Exploring_Implementations_of_GenAI_in_Te.pdf,,,,,,,,,,,high,,,,,,,,,,,,,No baseline demographic table found in provided pages. Tables show course assessments and survey data but no participant characteristics by group.,,
16,016_03,Exploring Implementations of GenAI in Teaching IS Subjects and Student Perceptions,2025.0,Yabing Jiang; Kazuo Nakatani,Python Report,cognitive,apply,30.0,20.0,3.63,0.32,3.61,0.3,0.0689,,,,0.07,48.0,,0.803,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Course Report Assignment,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.62273/WFHO1011,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/016_Yabing_2025_Exploring_Implementations_of_GenAI_in_Te.pdf,,,,,,,,,,,high,,,,,,,,,,,,,No baseline demographic table found in provided pages. Tables show course assessments and survey data but no participant characteristics by group.,,
16,016_04,Exploring Implementations of GenAI in Teaching IS Subjects and Student Perceptions,2025.0,Yabing Jiang; Kazuo Nakatani,Python Assignment1,cognitive,apply,35.0,21.0,1.85,0.23,1.67,0.28,0.71,,,,0.72,54.0,,0.012,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Programming Assignment,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.62273/WFHO1011,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/016_Yabing_2025_Exploring_Implementations_of_GenAI_in_Te.pdf,,,,,,,,,,,high,,,,,,,,,,,,,No baseline demographic table found in provided pages. Tables show course assessments and survey data but no participant characteristics by group.,,
16,016_05,Exploring Implementations of GenAI in Teaching IS Subjects and Student Perceptions,2025.0,Yabing Jiang; Kazuo Nakatani,Python Assignment2,cognitive,apply,29.0,20.0,1.86,0.27,1.6,0.48,0.6691,,,,0.68,27.42,,0.042,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Programming Assignment,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.62273/WFHO1011,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/016_Yabing_2025_Exploring_Implementations_of_GenAI_in_Te.pdf,,,,,,,,,,,high,,,,,,,,,,,,,No baseline demographic table found in provided pages. Tables show course assessments and survey data but no participant characteristics by group.,,
16,016_06,Exploring Implementations of GenAI in Teaching IS Subjects and Student Perceptions,2025.0,Yabing Jiang; Kazuo Nakatani,Python Quiz,cognitive,remember,35.0,21.0,1.54,0.23,1.49,0.25,0.2169,,,,0.22,54.0,,0.433,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Course Quiz,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.62273/WFHO1011,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/016_Yabing_2025_Exploring_Implementations_of_GenAI_in_Te.pdf,,,,,,,,,,,high,,,,,,,,,,,,,No baseline demographic table found in provided pages. Tables show course assessments and survey data but no participant characteristics by group.,,
16,016_07,Exploring Implementations of GenAI in Teaching IS Subjects and Student Perceptions,2025.0,Yabing Jiang; Kazuo Nakatani,Python Exam,cognitive,understand,37.0,22.0,16.56,3.96,15.29,3.38,0.3355,,,,0.34,57.0,,0.215,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Course Exam,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,,,,10.62273/WFHO1011,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/016_Yabing_2025_Exploring_Implementations_of_GenAI_in_Te.pdf,,,,,,,,,,,high,,,,,,,,,,,,,No baseline demographic table found in provided pages. Tables show course assessments and survey data but no participant characteristics by group.,,
17,017_01,Exploring the Role of AI Technology in Shaping College Students’ English Writing Development: Insights from the Complex Dynamic Systems Theory,2025.0,Wang Jian; Xiaohong Zhang,Writing Score,cognitive,create,12.0,,,,,,,,,,1.94,-12.539,,0.0,,not_reported,table_ocr,not_reported,not_reported,not_reported,not_reported,gain_score,not_reported,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,d,1.94,cognitive,10.69760/jales.2025002012,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/017_Wang_2025_Exploring_the_Role_of_AI_Technology_in_S.pdf,20.37,,0.53,,,,,,,,medium,9.0,,3.0,,,,,,third-year,,,,"Single-group longitudinal study with 12 participants, all English majors. Age range 20-22 years, M=20.37, SD=0.53. 9 female, 3 male. No control/treatment group comparison - all used AI tool Kimi.",undergraduate,
17,017_02,Exploring the Role of AI Technology in Shaping College Students’ English Writing Development: Insights from the Complex Dynamic Systems Theory,2025.0,Wang Jian; Xiaohong Zhang,Syntactic Complexity,cognitive,create,12.0,,,,,,,,,,2.85,-6.881,,0.0,,not_reported,table_ocr,not_reported,not_reported,not_reported,not_reported,gain_score,not_reported,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,d,1.94,cognitive,10.69760/jales.2025002012,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/017_Wang_2025_Exploring_the_Role_of_AI_Technology_in_S.pdf,20.37,,0.53,,,,,,,,medium,9.0,,3.0,,,,,,third-year,,,,"Single-group longitudinal study with 12 participants, all English majors. Age range 20-22 years, M=20.37, SD=0.53. 9 female, 3 male. No control/treatment group comparison - all used AI tool Kimi.",undergraduate,
17,017_03,Exploring the Role of AI Technology in Shaping College Students’ English Writing Development: Insights from the Complex Dynamic Systems Theory,2025.0,Wang Jian; Xiaohong Zhang,Lexical Complexity,cognitive,create,12.0,,,,,,,,,,1.77,-4.231,,0.001,,not_reported,table_ocr,not_reported,not_reported,not_reported,not_reported,gain_score,not_reported,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,d,1.94,cognitive,10.69760/jales.2025002012,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/017_Wang_2025_Exploring_the_Role_of_AI_Technology_in_S.pdf,20.37,,0.53,,,,,,,,medium,9.0,,3.0,,,,,,third-year,,,,"Single-group longitudinal study with 12 participants, all English majors. Age range 20-22 years, M=20.37, SD=0.53. 9 female, 3 male. No control/treatment group comparison - all used AI tool Kimi.",undergraduate,
17,017_04,Exploring the Role of AI Technology in Shaping College Students’ English Writing Development: Insights from the Complex Dynamic Systems Theory,2025.0,Wang Jian; Xiaohong Zhang,Accuracy,cognitive,apply,12.0,,,,,,,,,,1.73,-6.382,,0.0,,not_reported,table_ocr,not_reported,not_reported,not_reported,not_reported,gain_score,not_reported,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,d,1.94,cognitive,10.69760/jales.2025002012,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/017_Wang_2025_Exploring_the_Role_of_AI_Technology_in_S.pdf,20.37,,0.53,,,,,,,,medium,9.0,,3.0,,,,,,third-year,,,,"Single-group longitudinal study with 12 participants, all English majors. Age range 20-22 years, M=20.37, SD=0.53. 9 female, 3 male. No control/treatment group comparison - all used AI tool Kimi.",undergraduate,
17,017_05,Exploring the Role of AI Technology in Shaping College Students’ English Writing Development: Insights from the Complex Dynamic Systems Theory,2025.0,Wang Jian; Xiaohong Zhang,Fluency,cognitive,apply,12.0,,,,,,,,,,0.32,-1.214,,0.25,,not_reported,table_ocr,not_reported,not_reported,not_reported,not_reported,gain_score,not_reported,OpenAlex,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,manual_screening,d,1.94,cognitive,10.69760/jales.2025002012,,,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/017_Wang_2025_Exploring_the_Role_of_AI_Technology_in_S.pdf,20.37,,0.53,,,,,,,,medium,9.0,,3.0,,,,,,third-year,,,,"Single-group longitudinal study with 12 participants, all English majors. Age range 20-22 years, M=20.37, SD=0.53. 9 female, 3 male. No control/treatment group comparison - all used AI tool Kimi.",undergraduate,
19,019_01,Generative Artificial Intelligence Amplifies the Role of Critical Thinking Skills and Reduces Reliance on Prior Knowledge While Promoting In-Depth Learning,2025.0,Guoqing Zhao; Haixi Sheng; Yaxuan Wang; Xiaohui Cai; Taotao Long,Knowledge Retention,cognitive,remember,89.0,37.0,21.815,2.926,21.38,3.419,0.1405,0.1958,-0.2433,0.5243,0.1414,,1.36,0.26,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Coding Knowledge Test,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.3390/educsci15050554,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/019_Guoqing_2025_Generative_Artificial_Intelligence_Ampli.pdf,,,,,,,,,,,low,,,,,,,,,6th grade,6th grade,Control Group,Experimental Groups,"No baseline demographic table found in provided pages. Text mentions average age 11 (range 11-12), 163 initial participants, 126 completed analysis",primary school,primary school
19,019_02,Generative Artificial Intelligence Amplifies the Role of Critical Thinking Skills and Reduces Reliance on Prior Knowledge While Promoting In-Depth Learning,2025.0,Guoqing Zhao; Haixi Sheng; Yaxuan Wang; Xiaohui Cai; Taotao Long,Knowledge Transfer,cognitive,apply,89.0,37.0,3.92,2.137,1.959,1.969,0.9328,0.2042,0.5324,1.3331,0.9384,,12.797,0.001,,calculated_from_table,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Transfer Test,Semantic Scholar,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,10.3390/educsci15050554,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/019_Guoqing_2025_Generative_Artificial_Intelligence_Ampli.pdf,,,,,,,,,,,low,,,,,,,,,6th grade,6th grade,Control Group,Experimental Groups,"No baseline demographic table found in provided pages. Text mentions average age 11 (range 11-12), 163 initial participants, 126 completed analysis",primary school,primary school
20,020_01,How Students Use AI Feedback Matters: Experimental Evidence on Physics Achievement and Autonomy,2025.0,Xusheng Dai; Zhaochun Wen; Jianxiao Jiang; Huiqin Liu; Yu Zhang,Physics Achievement - Bottom Third Subgroup,cognitive,apply,42.0,38.0,,,,,0.6665,,,,0.673,,,0.05,,from_cohens_d,table_ocr,not_reported,not_reported,not_reported,not_reported,post-test,Physics Exam,arXiv,not_reported,not_reported,not_reported,,,,,not_reported,,,not_reported,,,,,,not_reported,supplementary_search,,,,,Added from Elicit supplementary search (2026-01-04),pending_review,/Volumes/External SSD/Projects/Research/GenAI_Effectiveness/ScholaRAG/projects/2025-12-05_GenAI-Learning-Effects-Meta/data/07_meta_analysis/pdfs/020_Xusheng_2025_How_Students_Use_AI_Feedback_Matters_Exp.pdf,,,,,,,,,,,low,,,,,,,,,,,Control/Traditional,AI/GAI-powered,"Study has complex design with multiple groups across two experiments. Text mentions baseline equivalence testing showed groups were comparable, but specific demographic breakdowns by treatment/control groups not provided in visible pages. Exp1: n=121 total, Exp2: n=266 total.",,
